4.000000000000000000e+00,8.795616820000000000e+08,3.063879968759178340e-02,4.042320113956159033e-02
1.400000000000000000e+01,4.111266255500000000e+10,1.896649201964798956e-02,1.487492858893336989e-02
3.000000000000000000e+00,2.802590840000000000e+08,1.331273816398046393e-02,4.691902828120353940e-03
4.000000000000000000e+00,1.618426100000000000e+08,6.730949930741204554e-03,2.041862431375095557e-02
9.000000000000000000e+00,2.391841613300000000e+10,3.054188485936724234e-02,3.187205281738630935e-02
6.000000000000000000e+00,6.643296000000000000e+07,2.623337495355891266e-02,1.866326179824822143e-02
2.406700000000000000e+04,5.184279290000000000e+08,7.304303212410419299e-02,3.369596849900033386e-02
3.610000000000000000e+02,2.827003460000000000e+08,8.578023027646522816e-03,9.546027735409903792e-02
2.780000000000000000e+02,4.974715870000000000e+08,2.420672291247083496e-02,2.340847326971974562e-02
3.000000000000000000e+00,6.373714150000000000e+08,1.717412030171105650e-02,4.156442531661604101e-02
2.000000000000000000e+00,3.796418800000000000e+07,6.704147469040751262e-02,1.091381901702854519e-02
3.000000000000000000e+00,7.905920530000000000e+08,7.486998944678358893e-03,3.372662903696500153e-02
1.000000000000000000e+00,2.685065783000000000e+09,3.838635397290929285e-02,4.172873966629099540e-02
1.000000000000000000e+00,2.712343040000000000e+08,1.384554270141901376e-02,2.444631253768116477e-02
3.000000000000000000e+00,3.647597100000000000e+09,1.452596697845533885e-02,1.985739720567522917e-02
2.000000000000000000e+00,4.599518700000000000e+07,8.670406966571611584e-02,1.157958459187670951e-02
2.000000000000000000e+00,1.052417583000000000e+09,2.681727168393616828e-02,8.781348001828667704e-02
3.000000000000000000e+00,3.583520900000000000e+07,1.380917341342711123e-02,7.511397706797715013e-02
3.000000000000000000e+00,5.801789000000000000e+07,5.176489643401483570e-02,1.710980289139035770e-02
2.000000000000000000e+00,1.850705896000000000e+09,4.184244800160007161e-02,8.989669122295646311e-03
3.200000000000000000e+01,3.943637720000000000e+08,6.982045024954414147e-02,3.892842881165863456e-03
1.475948000000000000e+06,8.089545860000000000e+08,1.165990698798815076e-02,3.069004895540197730e-02
1.620000000000000000e+02,2.319074400000000000e+07,1.850891632011293642e-02,5.067975879244786958e-02
2.500000000000000000e+01,4.443067191000000000e+09,1.035529623702991300e-02,4.307440368930542246e-02
1.300000000000000000e+01,1.237199982000000000e+09,6.371927887733214516e-03,2.690296370262898126e-02
4.000000000000000000e+00,2.836381330000000000e+08,1.276711095783031151e-02,1.846481906257434885e-02
2.000000000000000000e+00,1.619135350000000000e+08,2.688688230141476898e-02,3.161141947973319932e-02
6.656700000000000000e+04,1.694000180000000000e+08,2.298644034851442947e-02,3.088937657760454716e-02
1.139820000000000000e+05,8.870805500000000000e+07,1.599867366682588762e-02,3.525756031243545280e-02
3.000000000000000000e+00,3.774739954000000000e+09,4.829606043934988636e-03,1.498711526970036151e-02
3.000000000000000000e+00,1.902323048000000000e+09,3.069908323914167375e-02,3.163999850167276140e-02
1.000000000000000000e+00,2.427394800000000000e+07,4.992473161372202456e-02,9.643417251103543822e-03
4.670599000000000000e+06,2.411243000000000000e+08,1.008996792712614152e-02,1.966703600492009443e-02
2.000000000000000000e+00,2.235864313000000000e+09,8.348339677887967741e-03,1.871577639276628471e-02
3.000000000000000000e+00,1.109775365000000000e+09,2.209008380865575341e-02,9.219797424973289260e-03
1.000000000000000000e+00,1.122349980000000000e+08,6.868826883239382425e-03,1.435142554184904579e-02
6.000000000000000000e+00,4.837338800000000000e+07,3.523948730353592546e-02,4.229532870587773830e-02
1.100000000000000000e+01,2.445917450000000000e+08,3.150874616600325695e-02,2.960508459161680442e-02
1.000000000000000000e+00,9.770530400000000000e+07,7.163282133860556303e-03,1.659455405131390199e-02
2.000000000000000000e+00,2.468238120000000000e+08,2.044581636633626895e-02,8.634192032513601789e-03
1.300000000000000000e+01,5.095944600000000000e+08,3.990520550874004230e-02,2.667032516949497268e-03
4.200000000000000000e+01,8.617491000000000000e+06,2.906226150584060100e-02,5.107418861536685423e-02
3.045800000000000000e+04,4.022917000000000000e+07,1.793106485224591450e-03,1.462471668198700100e-02
1.310000000000000000e+02,6.785336380000000000e+08,1.221719876206629404e-02,6.739519614022184031e-03
1.000000000000000000e+00,3.925291280000000000e+08,3.713060111242719175e-02,3.489683212333458823e-02
1.000000000000000000e+00,1.234111630000000000e+09,3.786800897433952734e-02,3.260942015474274647e-02
1.940000000000000000e+02,5.190774300000000000e+07,3.497011475592190499e-02,6.298546928269367975e-03
1.000000000000000000e+00,1.003883423200000000e+10,4.013703048571404947e-02,9.462989828567663908e-03
1.000000000000000000e+00,2.280908080000000000e+08,2.690497558846755358e-02,1.370388747964801368e-02
9.786650000000000000e+05,2.050805293000000000e+09,4.495973028198214060e-03,1.145465399907453531e-02
1.000000000000000000e+00,7.150186000000000000e+06,8.666669766014203566e-03,8.621169851959469693e-03
5.500000000000000000e+01,1.624769732000000000e+09,2.384829800376135622e-02,4.765329393843600533e-03
2.000000000000000000e+00,2.080005531000000000e+09,3.831555999620026715e-02,3.641832209289904559e-02
1.169496000000000000e+06,3.066093200000000000e+08,1.375021829705686503e-02,3.748922090972840043e-02
2.000000000000000000e+00,1.234735466000000000e+09,4.747785243880896927e-02,1.713103076843779105e-02
3.600000000000000000e+01,2.853334100000000000e+08,4.626847021216541622e-02,1.123242309772935765e-02
2.000000000000000000e+00,1.673572222000000000e+09,1.329031578131224800e-02,9.997871545889916792e-03
3.000000000000000000e+00,2.345630700000000000e+07,1.820464617571703261e-02,2.557665020207464113e-02
4.300000000000000000e+01,8.949321900000000000e+07,1.922381120981360089e-02,3.366415205999943178e-02
1.000000000000000000e+00,3.930570022000000000e+09,9.215114788916640293e-03,1.019616716244343621e-02
1.182000000000000000e+03,1.925951580000000000e+08,8.986758212091546655e-03,8.284318620458683280e-03
3.000000000000000000e+00,1.065912833000000000e+09,1.922712861181857802e-02,2.772424120135651149e-02
2.600000000000000000e+01,1.511712698000000000e+09,7.095568115355312989e-03,1.437061650229120094e-02
2.000000000000000000e+00,6.488712383000000000e+09,1.950862628738091534e-02,8.036203420631231678e-03
7.980000000000000000e+02,4.487755100000000000e+07,2.110940536657962899e-02,1.277874488048522453e-02
7.110000000000000000e+03,3.249310075000000000e+09,4.983764802382699421e-02,5.899055369549503075e-02
1.000000000000000000e+00,2.022016326000000000e+09,2.723333456533828106e-02,4.102012984917065980e-02
4.000000000000000000e+00,3.276323280000000000e+08,7.696985979578325511e-03,1.589438270444303719e-02
2.000000000000000000e+00,1.813860549000000000e+09,2.178554107046367858e-02,1.948944232444414087e-02
4.000000000000000000e+00,1.678087480000000000e+08,2.971525108551457961e-02,1.723615335006436003e-02
1.000000000000000000e+00,1.178196717000000000e+09,1.233503742446079993e-02,1.791596199606059273e-02
6.000000000000000000e+00,6.851662589000000000e+09,5.047407642660228268e-03,4.811603166175126844e-02
1.000000000000000000e+00,4.448844000000000000e+06,1.602188033302876305e-02,1.148063135973247106e-02
2.000000000000000000e+00,2.099016721000000000e+09,3.306863062179091900e-02,1.026386206410546953e-02
2.300000000000000000e+01,1.721642200000000000e+08,1.612848609939262698e-02,2.553484468901972074e-02
2.420000000000000000e+02,7.740858000000000000e+06,1.842453564727065604e-02,7.750292000847876228e-02
1.282500000000000000e+04,1.321461390000000000e+08,1.676208674520242997e-02,1.335473267999608832e-02
7.200000000000000000e+01,1.995837089000000000e+09,2.238295962205709769e-02,1.522398376508019881e-02
1.000000000000000000e+00,2.996346060000000000e+08,5.291219802015948229e-03,4.942510760414345339e-02
1.000000000000000000e+00,1.654663721500000000e+10,1.328543347814246239e-02,2.655683007816226140e-02
3.000000000000000000e+00,3.322256100000000000e+08,6.907727607835144855e-03,1.243587334455804536e-02
1.000000000000000000e+00,2.505531805000000000e+09,1.394804758749744467e-02,3.043482552597813820e-02
1.000000000000000000e+00,5.532349500000000000e+07,2.376390609086612843e-02,1.645170205761826640e-02
6.000000000000000000e+01,4.696925840000000000e+08,2.105129449817199835e-03,3.893068044270868444e-02
