4,879561682,0.0306388,0.040423201,cluster1
14,41112662555,0.018966492,0.014874929,cluster1
3,280259084,0.013312738,0.004691903,cluster1
4,161842610,0.00673095,0.020418624,cluster1
9,23918416133,0.030541885,0.031872053,cluster1
6,66432960,0.026233375,0.018663262,cluster1
24067,518427929,0.073043032,0.033695968,cluster1
361,282700346,0.008578023,0.095460277,cluster1
278,497471587,0.024206723,0.023408473,cluster1
3,637371415,0.01717412,0.041564425,cluster1
2,37964188,0.067041475,0.010913819,cluster1
3,790592053,0.007486999,0.033726629,cluster1
1,2685065783,0.038386354,0.04172874,cluster1
1,271234304,0.013845543,0.024446313,cluster1
3,3647597100,0.014525967,0.019857397,cluster1
2,45995187,0.08670407,0.011579585,cluster1
2,1052417583,0.026817272,0.08781348,cluster1
3,35835209,0.013809173,0.075113977,cluster1
3,58017890,0.051764896,0.017109803,cluster1
2,1850705896,0.041842448,0.008989669,cluster1
32,394363772,0.06982045,0.003892843,cluster1
1475948,808954586,0.011659907,0.030690049,cluster1
162,23190744,0.018508916,0.050679759,cluster1
25,4443067191,0.010355296,0.043074404,cluster1
13,1237199982,0.006371928,0.026902964,cluster1
4,283638133,0.012767111,0.018464819,cluster1
2,161913535,0.026886882,0.031611419,cluster1
66567,169400018,0.02298644,0.030889377,cluster1
113982,88708055,0.015998674,0.03525756,cluster1
3,3774739954,0.004829606,0.014987115,cluster1
3,1902323048,0.030699083,0.031639999,cluster1
1,24273948,0.049924732,0.009643417,cluster1
4670599,241124300,0.010089968,0.019667036,cluster1
2,2235864313,0.00834834,0.018715776,cluster1
3,1109775365,0.022090084,0.009219797,cluster1
1,112234998,0.006868827,0.014351426,cluster1
6,48373388,0.035239487,0.042295329,cluster1
11,244591745,0.031508746,0.029605085,cluster1
1,97705304,0.007163282,0.016594554,cluster1
2,246823812,0.020445816,0.008634192,cluster1
13,509594460,0.039905206,0.002667033,cluster1
42,8617491,0.029062262,0.051074189,cluster1
30458,40229170,0.001793106,0.014624717,cluster1
131,678533638,0.012217199,0.00673952,cluster1
1,392529128,0.037130601,0.034896832,cluster1
1,1234111630,0.037868009,0.03260942,cluster1
194,51907743,0.034970115,0.006298547,cluster1
1,10038834232,0.04013703,0.00946299,cluster1
1,228090808,0.026904976,0.013703887,cluster1
978665,2050805293,0.004495973,0.011454654,cluster1
1,7150186,0.00866667,0.00862117,cluster1
55,1624769732,0.023848298,0.004765329,cluster1
2,2080005531,0.03831556,0.036418322,cluster1
1169496,306609320,0.013750218,0.037489221,cluster1
2,1234735466,0.047477852,0.017131031,cluster1
36,285333410,0.04626847,0.011232423,cluster1
2,1673572222,0.013290316,0.009997872,cluster1
3,23456307,0.018204646,0.02557665,cluster1
43,89493219,0.019223811,0.033664152,cluster1
1,3930570022,0.009215115,0.010196167,cluster1
1182,192595158,0.008986758,0.008284319,cluster1
3,1065912833,0.019227129,0.027724241,cluster1
26,1511712698,0.007095568,0.014370617,cluster1
2,6488712383,0.019508626,0.008036203,cluster1
798,44877551,0.021109405,0.012778745,cluster1
7110,3249310075,0.049837648,0.058990554,cluster1
1,2022016326,0.027233335,0.04102013,cluster1
4,327632328,0.007696986,0.015894383,cluster1
2,1813860549,0.021785541,0.019489442,cluster1
4,167808748,0.029715251,0.017236153,cluster1
1,1178196717,0.012335037,0.017915962,cluster1
6,6851662589,0.005047408,0.048116032,cluster1
1,4448844,0.01602188,0.011480631,cluster1
2,2099016721,0.033068631,0.010263862,cluster1
23,172164220,0.016128486,0.025534845,cluster1
242,7740858,0.018424536,0.07750292,cluster1
12825,132146139,0.016762087,0.013354733,cluster1
72,1995837089,0.02238296,0.015223984,cluster1
1,299634606,0.00529122,0.049425108,cluster1
1,16546637215,0.013285433,0.02655683,cluster1
3,332225610,0.006907728,0.012435873,cluster1
1,2505531805,0.013948048,0.030434826,cluster1
1,55323495,0.023763906,0.016451702,cluster1
60,469692584,0.002105129,0.03893068,cluster1
3,300553238,0.018283236,0.024429786,cluster1
4,477781686,0.007354139,0.028800173,cluster1
4,529169108,0.014355166,0.01091179,cluster1
2,56928738,0.111103581,0.039134268,cluster1
1,73688038,0.037811465,0.085696453,cluster1
27,5790223071,0.053080984,0.047582552,cluster1
