4,879561682,0.030638799687592,0.040423201139562,cluster2
14,41112662555,0.018966492019648,0.014874928588933,cluster1
3,280259084,0.013312738163981,0.00469190282812,cluster3
4,161842610,0.006730949930741,0.020418624313751,cluster2
9,23918416133,0.030541884859367,0.031872052817386,cluster2
6,66432960,0.026233374953559,0.018663261798248,cluster3
24067,518427929,0.073043032124104,0.033695968499,cluster3
361,282700346,0.008578023027647,0.095460277354099,cluster1
278,497471587,0.024206722912471,0.02340847326972,cluster2
3,637371415,0.017174120301711,0.041564425316616,cluster3
2,37964188,0.067041474690408,0.010913819017029,cluster2
3,790592053,0.007486998944678,0.033726629036965,cluster3
1,2685065783,0.038386353972909,0.041728739666291,cluster1
1,271234304,0.013845542701419,0.024446312537681,cluster2
3,3647597100,0.014525966978455,0.019857397205675,cluster3
2,45995187,0.086704069665716,0.011579584591877,cluster3
2,1052417583,0.026817271683936,0.087813480018287,cluster1
3,35835209,0.013809173413427,0.075113977067977,cluster5
3,58017890,0.051764896434015,0.01710980289139,cluster3
2,1850705896,0.0418424480016,0.008989669122296,cluster3
32,394363772,0.069820450249544,0.003892842881166,cluster2
1475948,808954586,0.011659906987988,0.030690048955402,cluster2
162,23190744,0.018508916320113,0.050679758792448,cluster1
25,4443067191,0.01035529623703,0.043074403689306,cluster3
13,1237199982,0.006371927887733,0.026902963702629,cluster3
4,283638133,0.01276711095783,0.018464819062574,cluster2
2,161913535,0.026886882301415,0.031611419479733,cluster4
66567,169400018,0.022986440348515,0.030889376577605,cluster3
113982,88708055,0.015998673666826,0.035257560312436,cluster2
3,3774739954,0.004829606043935,0.0149871152697,cluster3
3,1902323048,0.030699083239142,0.031639998501673,cluster3
1,24273948,0.049924731613722,0.009643417251104,cluster2
4670599,241124300,0.010089967927126,0.01966703600492,cluster4
2,2235864313,0.008348339677888,0.018715776392766,cluster1
3,1109775365,0.022090083808656,0.009219797424973,cluster2
1,112234998,0.006868826883239,0.014351425541849,cluster2
6,48373388,0.035239487303536,0.042295328705878,cluster1
11,244591745,0.031508746166003,0.029605084591617,cluster2
1,97705304,0.007163282133861,0.016594554051314,cluster3
2,246823812,0.020445816366336,0.008634192032514,cluster4
13,509594460,0.03990520550874,0.00266703251695,cluster3
42,8617491,0.029062261505841,0.051074188615367,cluster3
30458,40229170,0.001793106485225,0.014624716681987,cluster3
131,678533638,0.012217198762066,0.006739519614022,cluster2
1,392529128,0.037130601112427,0.034896832123335,cluster3
1,1234111630,0.03786800897434,0.032609420154743,cluster3
194,51907743,0.034970114755922,0.006298546928269,cluster2
1,10038834232,0.040137030485714,0.009462989828568,cluster1
1,228090808,0.026904975588468,0.013703887479648,cluster3
978665,2050805293,0.004495973028198,0.011454653999075,cluster3
1,7150186,0.008666669766014,0.008621169851959,cluster2
55,1624769732,0.023848298003761,0.004765329393844,cluster3
2,2080005531,0.0383155599962,0.036418322092899,cluster3
1169496,306609320,0.013750218297057,0.037489220909728,cluster1
2,1234735466,0.047477852438809,0.017131030768438,cluster4
36,285333410,0.046268470212165,0.011232423097729,cluster4
2,1673572222,0.013290315781312,0.00999787154589,cluster2
3,23456307,0.018204646175717,0.025576650202075,cluster2
43,89493219,0.019223811209814,0.03366415206,cluster3
1,3930570022,0.009215114788917,0.010196167162444,cluster3
1182,192595158,0.008986758212092,0.008284318620459,cluster3
3,1065912833,0.019227128611819,0.027724241201357,cluster2
26,1511712698,0.007095568115355,0.014370616502291,cluster2
2,6488712383,0.019508626287381,0.008036203420631,cluster3
798,44877551,0.02110940536658,0.012778744880485,cluster3
7110,3249310075,0.049837648023827,0.058990553695495,cluster4
1,2022016326,0.027233334565338,0.041020129849171,cluster3
4,327632328,0.007696985979578,0.015894382704443,cluster2
